farm_name,location,num_cows,num_cows_lactating,num_cows_other,farm_size,irrigating?,irrigation_percentage,rainfall,evaporation,avg_daily_water_usage
1830,Kerang,789,524,265,2628,yes,102.20465287224478,372,1650,22856245.16099477
1831,Wangaratta,340,244,96,6997,yes,70.90695047929415,636,1350,42138672.59158233
1832,Charlton,777,536,241,5676,no,0,431,1650,54930.0
1833,Bairnsdale,1148,770,378,4280,yes,77.00084646945109,710,1100,28114964.674610708
1834,Alexandra,935,677,258,2200,yes,87.46643107609655,708,1350,16425091.21194229
1835,Kerang,1005,680,325,5132,yes,94.15059975218604,372,1650,41113536.10976792
1836,Swan Hill,1072,794,278,5841,no,0,349,1700,108388.0
1837,Charlton,794,464,330,5361,yes,50.93697118967786,431,1650,23240058.213237137
1838,Leongatha,1380,1000,380,6154,no,0,952,1100,99000.0
1839,Mildura,677,404,273,3558,yes,88.33182569453149,282,1950,26733098.04214041
1840,Swan Hill,1027,712,315,5597,yes,71.53620472610308,349,1700,34104548.25949915
1841,Hamilton,788,503,285,5794,yes,47.192922522773166,687,1300,23288230.760137953
1842,Bairnsdale,429,294,135,2281,no,0,710,1100,45405.0
1843,Wangaratta,381,243,138,4823,yes,64.00793956955276,636,1350,26229216.52820529
1844,Alexandra,1020,768,252,4375,no,0,708,1350,88848.0
1845,Warragul,1358,889,469,4685,no,0,1018,1150,141855.0
1846,Bendigo,986,575,411,6687,yes,83.50198890427778,478,1400,47509313.86927259
1847,Colac,1398,1080,318,7693,yes,66.32305196374847,726,1250,43435636.27331652
1848,Charlton,1099,692,407,3710,yes,43.46639290012189,431,1650,13814870.159757707
1849,Kerang,790,521,269,4593,yes,59.39829596034382,372,1650,23220081.60586307
1850,Alexandra,756,548,208,5549,no,0,708,1350,59664.00000000001
1851,Horsham,1226,809,417,6352,no,0,444,1550,102684.0
1852,Horsham,1109,819,290,8378,no,0,444,1550,96024.0
1853,Orbost,1267,974,293,6378,yes,67.63196689033805,845,1100,36711068.84123152
1854,Benalla,856,542,314,9380,no,0,668,1350,59060.0
1855,Mildura,1097,769,328,3435,yes,60.63415076510522,282,1950,17785667.989617437
1856,Horsham,1237,921,316,4572,yes,68.02177541123854,444,1550,26492620.937882096
1857,Mildura,1283,878,405,5323,no,0,282,1950,117637.0
1858,Kerang,779,463,316,8354,yes,63.47927904570309,372,1650,45096889.49093409
1859,Warragul,730,475,255,5018,yes,80.00293014806996,1018,1150,34132360.68460349
1860,Leongatha,844,578,266,4220,yes,65.81385081555649,952,1100,23666586.808982696
1861,Horsham,1260,851,409,7303,no,0,444,1550,97383.00000000001
1862,Wangaratta,789,503,286,6360,no,0,636,1350,76356.0
1863,Ballarat,237,169,68,3754,no,0,691,1150,16920.0
1864,Ballarat,176,98,78,3967,yes,89.35358885852602,691,1150,30104634.855840456
1865,Orbost,969,739,230,4467,yes,90.68746539087246,845,1100,34472720.05356019
1866,Warnambool,946,554,392,1992,yes,65.28629024761763,741,1250,11126856.127004093
1867,Ballarat,874,570,304,8079,yes,101.80032141443851,691,1150,69886009.89654422
1868,Warragul,1099,754,345,2955,yes,37.93273862209602,1018,1150,9590753.76186329
1869,Mildura,757,528,229,1582,no,0,282,1950,69797.0
1870,Orbost,528,318,210,3747,no,0,845,1100,50316.0
1871,Wangaratta,963,686,277,4640,yes,82.20951662250974,636,1350,32497558.57549114
1872,Sale,519,326,193,5622,yes,80.17860107686268,607,1300,38309943.76421733
1873,Ballarat,600,426,174,2882,yes,66.6788590540605,691,1150,16386342.201140005
1874,Ballarat,341,226,115,7185,no,0,691,1150,33362.0
1875,Horsham,904,667,237,1858,yes,82.87748504490084,444,1550,13179679.985403443
1876,Ballarat,1184,877,307,6402,no,0,691,1150,128265.0
1877,Ballarat,647,423,224,6032,yes,48.02918363267951,691,1150,24659924.467510033
1878,Charlton,1362,943,419,1966,no,0,431,1650,144585.0
1879,Benalla,1064,727,337,3102,no,0,668,1350,97513.0
1880,Portland,734,456,278,5661,no,0,837,1350,65494.0
1881,Orbost,1068,757,311,4556,no,0,845,1100,121776.0
1882,Orbost,653,471,182,1911,yes,65.29360783492234,845,1100,10645882.29767118
1883,Charlton,703,432,271,3830,no,0,431,1650,57732.0
1884,Bairnsdale,1045,641,404,4536,yes,82.70982711781997,710,1100,31926604.61269183
1885,Wangaratta,1016,622,394,3355,yes,74.14091194066908,636,1350,21221934.003937386
1886,Colac,832,555,277,5254,yes,89.05475929093845,726,1250,39809163.770049304
1887,Kerang,750,521,229,4379,no,0,372,1650,85008.0
1888,Colac,1363,938,425,6419,yes,86.01039585387508,726,1250,47030111.03878387
1889,Bendigo,440,306,134,5352,yes,81.40582177615589,478,1400,37013913.52784986
1890,Colac,601,374,227,6973,no,0,726,1250,41270.0
1891,Wangaratta,798,550,248,3109,no,0,636,1350,78960.0
1892,Colac,870,634,236,1338,yes,59.11791101251674,726,1250,6794473.050012012
1893,Alexandra,1070,733,337,5818,yes,40.712812603533905,708,1350,20238796.488141067
1894,Bairnsdale,1182,749,433,7464,yes,71.72897297133943,710,1100,45544170.55488304
1895,Warnambool,1068,770,298,4377,yes,79.51088588096653,741,1250,29612885.048409063
1896,Bairnsdale,1437,1105,332,4433,no,0,710,1100,189000.0
1897,Sale,929,591,338,4408,yes,80.92243726219641,607,1300,30382752.999951024
1898,Warragul,954,672,282,5567,yes,67.99744569381551,1018,1150,32201486.88366196
1899,Ballarat,548,361,187,7945,yes,83.3202121798135,691,1150,56239510.00918263
1900,Mildura,544,423,121,2743,no,0,282,1950,51857.0
1901,Mildura,716,485,231,4680,yes,48.16569866129651,282,1950,19216605.91639822
1902,Kerang,1331,843,488,5177,no,0,372,1650,146944.0
1903,Colac,770,561,209,5021,yes,52.800979013616114,726,1250,22555531.045294594
1904,Sale,947,628,319,1724,yes,25.423913837300297,607,1300,3805969.3261487703
1905,Hamilton,363,273,90,1693,no,0,687,1300,31608.0
1906,Portland,940,588,352,2194,yes,20.476955200193203,837,1350,3929258.9381218315
1907,Kerang,442,262,180,3465,yes,71.51276271157732,372,1650,21069031.513663884
1908,Leongatha,1074,605,469,4093,no,0,952,1100,71850.0
1909,Leongatha,641,393,248,4025,yes,79.72702449038027,952,1100,27305035.08820676
1910,Bairnsdale,839,607,232,4545,no,0,710,1100,72192.0
1911,Kerang,937,629,308,2426,no,0,372,1650,92008.0
1912,Horsham,696,441,255,4214,no,0,444,1550,57636.0
1913,Horsham,1116,706,410,4749,yes,79.02144495202134,444,1550,31957178.107087668
1914,Ballarat,927,613,314,4835,no,0,691,1150,97110.0
1915,Bairnsdale,1451,1024,427,3984,yes,48.37249334874019,710,1100,16541694.0658622
1916,Bendigo,180,117,63,2037,no,0,478,1400,12510.0
1917,Bendigo,1086,743,343,3012,yes,54.22338813880526,478,1400,13975925.121437293
1918,Hamilton,1122,774,348,3372,no,0,687,1300,95184.0
1919,Warnambool,126,98,28,4936,yes,88.44748265392256,741,1250,37068902.84161039
1920,Horsham,843,506,337,5206,no,0,444,1550,85995.0
1921,Swan Hill,695,495,200,6259,yes,34.47487778014919,349,1700,18382540.9284027
1922,Mildura,725,490,235,7005,no,0,282,1950,56045.00000000001
1923,Swan Hill,592,396,196,3827,no,0,349,1700,70516.0
1924,Ballarat,266,177,89,5241,yes,55.379221405302715,691,1150,24658934.922821205
1925,Swan Hill,1139,725,414,3549,no,0,349,1700,133790.0
1926,Portland,789,551,238,5056,yes,85.74574278990815,837,1350,36866505.459569976
1927,Alexandra,852,581,271,1890,yes,82.24911731758247,708,1350,13265148.088944694
1928,Charlton,1243,757,486,3965,yes,38.08181699090659,431,1650,12916727.09879233
1929,Horsham,780,538,242,1636,no,0,444,1550,66168.0
1930,Bendigo,1135,777,358,5999,no,0,478,1400,128096.0
1931,Colac,1104,816,288,2685,no,0,726,1250,95616.0
1932,Benalla,1257,907,350,8708,yes,70.1287649527169,668,1350,51945598.67562492
1933,Portland,660,419,241,1896,yes,67.57762533467282,837,1350,10928837.565843381
1934,Leongatha,1090,743,347,7809,yes,56.98141475219131,952,1100,37856570.94017428
1935,Warragul,339,224,115,2629,yes,43.029426646965064,1018,1150,9638736.658518914
1936,Kerang,417,312,105,3551,yes,26.965262507405924,372,1650,8171927.034791574
1937,Warragul,1378,1047,331,6508,yes,74.51467237919286,1018,1150,41267325.07330222
1938,Colac,876,601,275,2099,no,0,726,1250,105111.0
1939,Mildura,761,481,280,1948,no,0,282,1950,78720.0
1940,Orbost,914,558,356,2516,no,0,845,1100,112392.0
1941,Swan Hill,695,512,183,4116,yes,80.47568209692284,349,1700,28182315.210453
1942,Warragul,1613,1085,528,5371,yes,53.12609980701079,1018,1150,24363989.738725424
1943,Wangaratta,1499,953,546,3900,yes,83.340168381144,636,1350,27740322.352979995
1944,Warnambool,635,433,202,3524,yes,64.36056603312537,741,1250,19320663.087051276
1945,Warnambool,1182,788,394,5125,yes,46.145001538895286,741,1250,20178734.18810597
1946,Warragul,1298,1029,269,3557,no,0,1018,1150,162809.0
1947,Colac,955,651,304,5200,no,0,726,1250,67280.0
1948,Ballarat,575,397,178,2301,yes,61.20316478964556,691,1150,11992773.282699302
1949,Warragul,1257,848,409,3686,yes,49.81360952177262,1018,1150,15671522.313855937
1950,Sale,844,610,234,5420,yes,85.02601182083106,607,1300,39214424.31792791
1951,Alexandra,1368,1045,323,6584,yes,81.26020609925177,708,1350,45536584.50578079
1952,Warnambool,643,436,207,5944,yes,70.75588350808377,741,1250,35739258.09731988
1953,Leongatha,1081,839,242,8291,no,0,952,1100,102986.0
1954,Colac,945,531,414,4663,yes,82.38474141772409,726,1250,32679479.37822202
1955,Portland,1359,958,401,5084,no,0,837,1350,125697.0
1956,Portland,824,517,307,6569,no,0,837,1350,85065.0
1957,Bendigo,509,332,177,5128,no,0,478,1400,56656.0
1958,Warragul,1219,816,403,6453,no,0,1018,1150,128145.0
1959,Charlton,958,669,289,4435,no,0,431,1650,88361.0
1960,Leongatha,1398,1010,388,2637,no,0,952,1100,130260.0
1961,Mildura,874,557,317,4178,yes,47.55421349355534,282,1950,16922509.242449418
1962,Warnambool,1169,871,298,2222,no,0,741,1250,101496.0
1963,Kerang,740,496,244,5861,yes,59.74244310852554,372,1650,29810653.460343115
1964,Charlton,1377,916,461,5242,yes,66.94798557276353,431,1650,29957785.55740783
1965,Orbost,837,518,319,5115,no,0,845,1100,57390.0
1966,Portland,434,273,161,1216,yes,62.591814191666,837,1350,6501441.40086318
1967,Bairnsdale,831,589,242,1353,no,0,710,1100,71064.0
1968,Swan Hill,730,510,220,1998,yes,67.26138685303819,349,1700,11478050.856630268
1969,Charlton,854,631,223,2752,yes,59.76196558691267,431,1650,14069072.549282238
1970,Warragul,858,583,275,2744,yes,29.37638104245722,1018,1150,6913735.971697256
1971,Kerang,514,348,166,3284,yes,81.55974331989492,372,1650,22778749.26469734
1972,Sale,586,419,167,7430,no,0,607,1300,75366.0
1973,Hamilton,515,392,123,6566,no,0,687,1300,37510.0
1974,Hamilton,706,439,267,5182,yes,73.74226447108164,687,1300,32518824.01769374
1975,Portland,957,710,247,7698,yes,70.17511887365325,837,1350,45951183.48413591
1976,Bairnsdale,772,572,200,3955,no,0,710,1100,78064.0
1977,Wangaratta,1144,799,345,4737,no,0,636,1350,113638.0
1978,Leongatha,1134,810,324,2116,yes,28.31889640848744,952,1100,5199046.746006505
1979,Swan Hill,1172,841,331,3351,no,0,349,1700,117361.99999999999
1980,Sale,920,639,281,7444,yes,47.340426209218016,607,1300,29980056.002369422
1981,Kerang,638,481,157,5272,yes,67.72965038115625,372,1650,30364820.73561851
1982,Bendigo,718,543,175,4980,yes,86.84225399793094,478,1400,36787608.44208591
1983,Ballarat,670,453,217,6805,no,0,691,1150,65926.0
1984,Portland,549,341,208,4265,no,0,837,1350,48984.0
1985,Bairnsdale,652,420,232,7223,no,0,710,1100,54240.0
1986,Orbost,633,440,193,7033,yes,43.8315915870075,845,1100,26225459.822798934
1987,Leongatha,1094,710,384,4690,yes,41.634087922598454,952,1100,16701244.846937465
1988,Colac,1133,712,421,4933,no,0,726,1250,124816.0
1989,Hamilton,1061,797,264,3457,yes,78.27555095568897,687,1300,23065749.45521943
1990,Wangaratta,855,536,319,5208,yes,55.6660938978865,636,1350,24698706.274503767
1991,Mildura,946,661,285,7577,yes,44.797272684580214,282,1950,28887889.724573426
1992,Orbost,636,430,206,4179,yes,74.82161801762166,845,1100,26617572.703709044
1993,Bendigo,881,601,280,2943,no,0,478,1400,111744.0
1994,Warnambool,302,170,132,4683,yes,106.24154930817421,741,1250,42257621.117061965
1995,Colac,630,445,185,2533,yes,82.33603083382937,726,1250,17780976.687084362
1996,Bendigo,788,519,269,3519,yes,59.60279261354661,478,1400,17894271.823064074
1997,Portland,749,492,257,2925,yes,40.822226010996886,837,1350,10222660.290543418
1998,Swan Hill,689,388,301,3189,no,0,349,1700,59917.0
1999,Bendigo,895,613,282,4610,yes,38.34752909036547,478,1400,15079265.599875852
2000,Alexandra,1112,809,303,6962,yes,22.56906884277248,708,1350,13423128.507640632
2001,Warnambool,1010,651,359,4292,no,0,741,1250,77033.0
2002,Warragul,1100,669,431,1117,yes,95.01154237983363,1018,1150,9089651.265184326
2003,Kerang,636,407,229,2271,no,0,372,1650,48411.00000000001
2004,Hamilton,941,600,341,3709,yes,61.04915902747052,687,1300,19314802.04778722
2005,Mildura,768,450,318,3564,no,0,282,1950,77850.0
2006,Mildura,1274,823,451,7245,yes,31.767236367607055,282,1950,19692240.364508785
2007,Hamilton,1032,733,299,6590,yes,77.14294303061457,687,1300,43270634.17930442
2008,Charlton,769,505,264,6853,no,0,431,1650,91120.0
2009,Wangaratta,770,528,242,3743,yes,69.28597130421065,636,1350,22091474.339514222
2010,Warragul,1207,704,503,2606,yes,72.89862176677862,1018,1150,16228988.112476982
2011,Portland,862,609,253,1610,yes,75.4140436705052,837,1350,10372134.716968399
2012,Colac,1001,726,275,4631,no,0,726,1250,86196.0
2013,Bendigo,1034,658,376,6407,yes,86.85538096303179,478,1400,47321535.48020438
2014,Bairnsdale,794,551,243,2224,no,0,710,1100,67476.0
2015,Hamilton,665,477,188,3823,yes,65.72806188169373,687,1300,21411604.159291204
2016,Leongatha,950,628,322,3782,no,0,952,1100,79608.0
2017,Leongatha,1026,782,244,6527,yes,88.37878795865274,952,1100,49054307.380149946
2018,Bendigo,466,287,179,4153,no,0,478,1400,47865.0
2019,Charlton,1070,653,417,1627,yes,103.47118658316066,431,1650,14419224.557843998
2020,Portland,1153,693,460,5655,yes,89.08523664594414,837,1350,42865371.11306893
2021,Colac,934,759,175,2199,no,0,726,1250,111152.0
2022,Sale,358,226,132,8093,yes,64.12610313837051,607,1300,44069880.54754992
2023,Sale,575,382,193,5120,yes,83.12739050050418,607,1300,36169962.754702285
2024,Colac,1144,728,416,2786,yes,70.512496898332,726,1250,16783182.17436736
2025,Colac,1340,900,440,3943,yes,56.96806575699504,726,1250,19233130.817959294
2026,Colac,769,508,261,3030,yes,46.94295552455269,726,1250,12162940.365167422
2027,Horsham,1034,770,264,4727,no,0,444,1550,119680.0
2028,Colac,1004,709,295,4838,no,0,726,1250,71470.0
2029,Ballarat,909,596,313,4062,yes,70.05810783221273,691,1150,24234297.006806213
2030,Leongatha,653,467,186,4464,yes,71.17330528299185,952,1100,27044017.664056603
2031,Portland,901,551,350,3757,yes,54.92548500828533,837,1350,17581090.85383798
2032,Bairnsdale,958,702,256,3853,yes,24.13340567300098,710,1100,8008954.8433686355
2033,Colac,421,294,127,2805,no,0,726,1250,44805.0
2034,Alexandra,1057,721,336,3945,no,0,708,1350,104272.0
2035,Bairnsdale,786,523,263,3851,no,0,710,1100,71487.0
2036,Ballarat,552,355,197,2850,no,0,691,1150,61200.0
2037,Alexandra,546,388,158,9393,yes,70.09506023251062,708,1350,55925382.18783832
2038,Ballarat,1473,1015,458,3988,no,0,691,1150,187380.0
2039,Swan Hill,813,550,263,5421,no,0,349,1700,91440.0
2040,Horsham,1365,982,383,4623,yes,74.43864401745516,444,1550,29372407.479211044
2041,Wangaratta,1171,920,251,6078,no,0,636,1350,111995.0
2042,Sale,554,346,208,3023,yes,46.9314561839628,607,1300,12078908.730784427
2043,Hamilton,1342,999,343,3209,yes,70.23761763447447,687,1300,19226132.747118857
2044,Warragul,498,296,202,3158,no,0,1018,1150,50670.0
2045,Sale,503,341,162,3799,yes,63.10827433739606,607,1300,20404049.124213237
2046,Mildura,765,537,228,1997,yes,72.14675289067601,282,1950,12320232.550909853
2047,Swan Hill,767,494,273,4935,no,0,349,1700,90389.0
2048,Sale,435,280,155,4374,yes,77.94519268885074,607,1300,28986176.99432108
2049,Bairnsdale,651,468,183,5563,no,0,710,1100,83862.0
2050,Ballarat,644,451,193,4047,yes,76.59857749324101,691,1150,26377823.38718247
2051,Horsham,781,511,270,3872,no,0,444,1550,92446.0
2052,Colac,1371,894,477,1564,no,0,726,1250,95370.0
2053,Portland,1046,688,358,4742,no,0,837,1350,80234.0
2054,Benalla,1101,770,331,4876,no,0,668,1350,140670.0
2055,Sale,647,466,181,3422,no,0,607,1300,78761.0
2056,Bairnsdale,791,562,229,5274,yes,59.708476482529434,710,1100,26804749.59670717
2057,Charlton,1235,714,521,4567,yes,38.922814651997456,431,1650,15236239.169545116
2058,Alexandra,1079,663,416,8169,no,0,708,1350,110760.0
2059,Colac,625,423,202,2900,no,0,726,1250,61515.99999999999
2060,Wangaratta,641,439,202,4241,no,0,636,1350,76874.0
2061,Colac,746,469,277,3528,yes,68.22694478623639,726,1250,20485111.596539807
2062,Bendigo,742,581,161,3616,no,0,478,1400,54530.0
2063,Kerang,654,467,187,1985,no,0,372,1650,51381.00000000001
2064,Orbost,455,276,179,1992,no,0,845,1100,37236.0
2065,Charlton,771,546,225,3394,no,0,431,1650,60423.00000000001
2066,Mildura,642,417,225,5669,yes,61.62166851516411,282,1950,29692521.978013933
2067,Orbost,1701,1063,638,1748,yes,75.66817573396537,845,1100,11389298.714298788
2068,Orbost,1372,887,485,4749,no,0,845,1100,114252.0
2069,Mildura,1346,865,481,3549,yes,49.53737447518735,282,1950,15014087.012595775
2070,Kerang,1116,691,425,5917,yes,55.185128320014016,372,1650,27827430.410354413
2071,Swan Hill,1134,801,333,1780,no,0,349,1700,80730.0
2072,Mildura,875,633,242,4746,yes,44.89577335245235,282,1950,18165266.133869804
2073,Bendigo,1141,730,411,5222,yes,63.23313139204885,478,1400,28134893.587411914
2074,Bendigo,1145,652,493,8425,no,0,478,1400,122896.0
2075,Alexandra,1087,711,376,1665,no,0,708,1350,136224.0
2076,Colac,823,579,244,2241,yes,81.34546957004451,726,1250,15570877.395400088
2077,Hamilton,148,90,58,3776,no,0,687,1300,10100.0
2078,Colac,292,185,107,4886,yes,78.85610662876218,726,1250,32727851.822182767
2079,Bendigo,866,539,327,4186,yes,51.87717320610697,478,1400,18537232.478349622
2080,Bairnsdale,1453,1071,382,1538,yes,91.23983279640527,710,1100,12098144.849304749
2081,Horsham,1090,656,434,2613,no,0,444,1550,89016.0
2082,Sale,585,419,166,1252,yes,49.828011288578026,607,1300,5361498.954213144
2083,Horsham,1038,703,335,4607,no,0,444,1550,80289.0
2084,Sale,977,700,277,6154,yes,68.44465023327894,607,1300,35831775.001446255
2085,Orbost,844,532,312,3564,yes,56.56133370544717,845,1100,17207356.43559576
2086,Alexandra,1361,1027,334,3389,yes,42.882883231846435,708,1350,12433024.846316388
2087,Bairnsdale,855,637,218,5878,yes,62.75136714346776,710,1100,31403490.73620179
2088,Horsham,561,378,183,3278,yes,73.12764101548461,444,1550,20383782.00320214
2089,Bendigo,1298,879,419,3740,no,0,478,1400,136905.0
2090,Swan Hill,761,515,246,6200,no,0,349,1700,96300.0
2091,Alexandra,942,630,312,1643,no,0,708,1350,118800.0
2092,Leongatha,934,596,338,1213,no,0,952,1100,83954.0
2093,Horsham,884,547,337,5816,no,0,444,1550,90915.0
2094,Swan Hill,867,546,321,3298,no,0,349,1700,71676.0
2095,Ballarat,821,558,263,3145,no,0,691,1150,98243.0
2096,Warragul,694,489,205,10684,yes,81.81986356248363,1018,1150,74259367.65073468
2097,Hamilton,1174,799,375,1846,no,0,687,1300,99204.0
2098,Benalla,341,244,97,1076,no,0,668,1350,29244.0
2099,Mildura,1113,878,235,3255,yes,59.01519012292506,282,1950,16417841.449559778
2100,Horsham,889,577,312,6746,no,0,444,1550,61760.0
2101,Kerang,358,221,137,1341,yes,53.21562285980808,372,1650,6095753.692142073
2102,Kerang,693,469,224,3808,yes,44.58113955812253,372,1650,14461545.804846248
2103,Warnambool,1052,672,380,4708,yes,64.38928821134733,741,1250,25815208.536460105
2104,Ballarat,1230,926,304,2687,no,0,691,1150,107136.0
2105,Wangaratta,842,624,218,6956,yes,89.8611699244848,636,1350,53129121.670811564
2106,Bendigo,619,443,176,2795,yes,57.89985695632451,478,1400,13805304.603373714
2107,Wangaratta,472,355,117,4427,no,0,636,1350,34250.0
2108,Hamilton,1583,1131,452,2906,yes,70.68073618440863,687,1300,17613074.876395028
2109,Bairnsdale,808,493,315,4742,yes,80.00083122404183,710,1100,32279402.729058173
2110,Orbost,895,548,347,1678,no,0,845,1100,104023.0
2111,Wangaratta,16,10,6,4449,no,0,636,1350,1100.0
2112,Charlton,1031,677,354,5174,yes,73.63701770165196,431,1650,32443084.284163024
2113,Bendigo,1019,621,398,3945,no,0,478,1400,83496.0
2114,Bendigo,469,315,154,2857,no,0,478,1400,32900.0
2115,Charlton,877,654,223,5160,yes,82.43036923182505,431,1650,36212911.65339776
2116,Swan Hill,644,419,225,8798,yes,40.83690405651927,349,1700,30559510.1599412
2117,Bendigo,806,594,212,7841,no,0,478,1400,63932.00000000001
2118,Wangaratta,1069,744,325,3247,no,0,636,1350,83347.0
2119,Ballarat,587,366,221,2294,yes,96.51163501158226,691,1150,18830352.01111527
2120,Bairnsdale,101,67,34,5680,yes,87.48063573133749,710,1100,42183057.22966572
2121,Warragul,895,601,294,4600,yes,111.77815843170725,1018,1150,43720030.608055376
2122,Alexandra,921,588,333,3834,no,0,708,1350,70059.0
2123,Warragul,760,494,266,4983,no,0,1018,1150,95076.0
2124,Kerang,1035,688,347,2160,no,0,372,1650,79629.0
2125,Sale,920,545,375,5554,yes,46.007320749778444,607,1300,21792372.847035147
2126,Leongatha,1050,726,324,7723,yes,63.74415867835408,952,1100,41862881.18732745
2127,Warragul,1334,982,352,3107,no,0,1018,1150,153856.0
2128,Sale,554,381,173,2722,no,0,607,1300,54782.0
2129,Benalla,1296,907,389,5708,yes,74.5461005945749,668,1350,36214171.89799065
2130,Swan Hill,717,511,206,2778,yes,61.2242493225477,349,1700,14516659.467132844
2131,Colac,780,515,265,4766,yes,82.99429695227799,726,1250,33668408.031831644
2132,Colac,1592,940,652,4995,no,0,726,1250,183260.0
2133,Swan Hill,1506,1002,504,3589,yes,105.20899066812206,349,1700,32215069.379394628
2134,Bendigo,945,606,339,4050,yes,69.82940314065968,478,1400,24093608.85041854
2135,Portland,1000,694,306,2748,no,0,837,1350,120394.0
2136,Ballarat,1268,871,397,6899,yes,71.40097566509465,691,1150,41896095.751601726
2137,Swan Hill,1062,767,295,3640,yes,24.071945528018,349,1700,7565856.101744911
2138,Hamilton,985,502,483,2063,yes,65.15157141258256,687,1300,11522938.805116273
2139,Alexandra,1079,698,381,5418,yes,40.03844270229659,708,1350,18530527.340955716
2140,Colac,1110,742,368,7987,yes,51.11779431305861,726,1250,34759402.85315073
2141,Bairnsdale,1156,726,430,6665,no,0,710,1100,103454.0
2142,Warnambool,1372,966,406,2280,no,0,741,1250,146370.0
2143,Ballarat,1118,739,379,8240,yes,76.85291108996942,691,1150,53862559.08905501
2144,Horsham,1016,686,330,2531,yes,61.712932292017086,444,1550,13327686.282531053
2145,Warnambool,492,281,211,7119,yes,58.34510220852537,741,1250,35297741.8811709
2146,Portland,684,472,212,6698,no,0,837,1350,48360.0
2147,Horsham,610,386,224,3877,no,0,444,1550,71536.0
2148,Ballarat,742,487,255,2832,no,0,691,1150,51710.0
2149,Bairnsdale,559,347,212,1266,yes,77.30078082831037,710,1100,8343974.862425756
2150,Mildura,703,481,222,3326,no,0,282,1950,59496.0
2151,Horsham,1143,801,342,3746,no,0,444,1550,129888.0
2152,Sale,737,514,223,1551,no,0,607,1300,52270.0
2153,Portland,787,440,347,5786,no,0,837,1350,73570.0
2154,Warragul,985,618,367,5576,yes,52.133695154462885,1018,1150,24759622.48246566
2155,Charlton,289,194,95,3454,yes,49.725805087764286,431,1650,14598968.234716209
2156,Kerang,840,483,357,5236,no,0,372,1650,67788.0
2157,Sale,1361,930,431,1036,no,0,607,1300,105545.00000000001
2158,Warnambool,920,625,295,1618,no,0,741,1250,103600.0
2159,Portland,1066,755,311,6543,yes,84.5025105741936,837,1350,47038541.777921334
2160,Portland,748,610,138,6429,yes,73.72079639875733,837,1350,40324481.37404074
2161,Ballarat,1272,873,399,6616,no,0,691,1150,89790.0
2162,Orbost,625,448,177,3180,no,0,845,1100,80442.0
2163,Warragul,863,581,282,4254,no,0,1018,1150,60580.0
2164,Alexandra,781,432,349,6422,no,0,708,1350,62412.0
2165,Portland,594,390,204,4638,yes,69.65802427415156,837,1350,27464823.30044291
2166,Warragul,1604,1043,561,1285,yes,68.59771417604603,1018,1150,7659510.082725518
2167,Mildura,234,152,82,1317,no,0,282,1950,29268.0
2168,Warragul,839,447,392,4825,yes,82.70250555171677,1018,1150,33932921.94279052
2169,Kerang,867,654,213,5790,yes,83.99405082433567,372,1650,41362607.791141324
2170,Mildura,1183,834,349,2645,no,0,282,1950,126255.0
2171,Charlton,962,633,329,3712,no,0,431,1650,100635.0
2172,Alexandra,928,582,346,3627,yes,41.106126560077115,708,1350,12736449.338104632
2173,Horsham,1110,742,368,1356,yes,50.48065900065019,444,1550,5933918.025846306
2174,Sale,704,459,245,3610,no,0,607,1300,88146.0
2175,Warragul,1406,1125,281,1486,yes,78.55019141536751,1018,1150,10041765.35169745
2176,Mildura,603,387,216,1845,no,0,282,1950,41760.0
2177,Swan Hill,855,598,257,1360,yes,81.07682498451518,349,1700,9449181.585552692
2178,Colac,438,284,154,4880,no,0,726,1250,33462.0
2179,Ballarat,1174,830,344,4624,no,0,691,1150,100320.0
2180,Swan Hill,267,164,103,9196,yes,73.71908367884154,349,1700,57568015.2582469
2181,Warragul,695,414,281,3008,yes,50.828603729425836,1018,1150,13056170.384337243
2182,Ballarat,497,320,177,4784,yes,65.4155454287527,691,1150,26615014.157134946
2183,Charlton,859,496,363,4501,yes,55.166949006089155,431,1650,21148946.348622687
2184,Bairnsdale,1205,875,330,5225,no,0,710,1100,112450.0
2185,Bendigo,762,562,200,1685,yes,80.27401291157899,478,1400,11551109.47673262
2186,Alexandra,836,531,305,4972,yes,78.53986536468358,708,1350,33239893.873045456
2187,Bairnsdale,730,546,184,3994,no,0,710,1100,74032.0
2188,Sale,1142,798,344,5023,yes,74.43922485707375,607,1300,31855151.179412503
2189,Kerang,745,519,226,5899,yes,60.58649929841516,372,1650,30395901.57699786
2190,Benalla,664,471,193,6194,yes,61.438893025740626,668,1350,32349553.963679995
2191,Charlton,1060,798,262,6638,no,0,431,1650,138492.0
2192,Sale,847,508,339,6377,no,0,607,1300,63349.00000000001
2193,Bendigo,489,370,119,8071,no,0,478,1400,35550.0
2194,Hamilton,908,650,258,7165,yes,56.7488570293152,687,1300,34573513.92939873
2195,Kerang,1456,964,492,3083,yes,53.78344303194047,372,1650,14245588.297602389
2196,Charlton,1729,1069,660,5957,yes,83.60146696362719,431,1650,42384962.977666505
2197,Charlton,627,416,211,2052,yes,49.45574405369251,431,1650,8674240.063561285
2198,Leongatha,431,253,178,4335,no,0,952,1100,40796.0
2199,Sale,569,344,225,5508,no,0,607,1300,50401.0
